(5;4;1),(7;2;0),
(5.124419417382416;3.995580582617584;1),(6.875434363870049;2.004857746392059;0),
(5.2535368745726085;3.9858199800273555;1),(6.746036382751006;2.015617649354713;0),
(5.387596324933317;3.96953560546309;1),(6.611598490973776;2.0336267289560728;0),
(5.526749308470741;3.94519518625841;1),(6.472052198784384;2.060637112381646;0),
(5.670945540634944;3.9108005346848747;1),(6.327618378105579;2.098935289192267;0),
(5.819728924187625;3.8637491997488738;1),(6.1790843348729565;2.1514809163949646;0),
(5.971867360964287;3.8007115986998032;1),(6.028294248434195;2.2219822911698155;0),
(5.878936221242591;2.3146961391611818;0),(6.12472144894723;3.717651281814675;1),
(5.733831250251482;2.431686657985061;0),(6.269526057808104;3.6081094992244136;1),
(5.601126982163154;2.5759099779047623;0),(6.396358727744288;3.4708138979482848;1),
(5.491595718954955;2.746210743828912;0),(6.494145980003458;3.3102565131365522;1),
(5.414995917817741;2.9350391113905374;0),(6.55575395313233;3.1371196960586345;1),
(5.375078238985696;3.130365565744294;0),(6.581495556120135;2.9637777031352814;1),
(5.368554719346637;3.321080795172336;0),(6.577239915753393;2.799272174018093;1),
(5.3885167274117665;3.50036180108796;0),(6.550371770909597;2.648103132727856;1),
(5.427896617695475;3.6653991554098724;0),(6.507359384377339;2.5115655715303964;1),
(5.4809588858213525;3.8158114688791476;0),(6.453121396765737;2.389292368323415;1),
(5.5434698544824235;3.952359071832286;0),(6.391193959426389;2.280232051896766;1),
(5.612413657255469;4.076217976103079;0),(6.324075704131178;2.1831425518323964;1),
(5.6856590340668305;4.188634364739707;0),(6.253533467487413;2.096808984192816;1),
(5.761692605073045;4.290780145933146;0),(6.1808277196388985;2.02012626412215;1),
(5.839428509560491;4.3837035785498015;0),(6.106868623949913;1.9521207302762091;1),
(5.918077888030223;4.468321646532804;0),(6.032321960822262;1.8919462889906478;1),
(5.957680954888124;1.838871259994326;1),(5.997060306656317;4.545429158992419;0),
(5.883139225969169;1.7926195781981853;1),(6.075770373085701;4.615955503753046;0),
(5.809022491609148;1.7525969119292089;1),(6.153919631073942;4.680461948151475;0),
(5.735578778704918;1.718287589621552;1),(6.2312876154756145;4.739436375841464;0),
(5.662998787969271;1.6892423114214123;1),(6.307704278415003;4.793304746651284;0),
(5.5914304401977075;1.6650677888906638;1),(6.383037359052521;4.842440706443654;0),
(5.520989407239365;1.6454181125579086;1),(6.45718318709662;4.887173577802457;0),
(5.451766834016425;1.6299875931896683;1),(6.530059903332737;4.927794985108385;0),
(5.383835069261944;1.6185048296124722;1),(6.60160240361477;4.964564349088329;0),
(5.317251966577962;1.6107277850443564;1),(6.671758527008158;4.997713453856612;0),
(5.252064146616474;1.6064396882030996;1),(6.740486152571219;5.027450255749581;0),
(5.188309495799585;1.6054456079573625;1),(6.807750967000289;5.053962072601366;0),
(5.126019098047681;1.6075695785290276;1),(6.873524732629743;5.077418265969908;0),
(5.065218741295122;1.6126521757874916;1),(6.937783932134747;5.097972507249322;0),
(5.005930102233136;1.6205484643546266;1),(7.000508699306146;5.115764701107508;0),
(4.948171685533608;1.6311262506852273;1),(7.061681968797803;5.13092262562577;0),
(4.891959574320404;1.6442645896558776;1),(7.1212887946917665;5.143563337263853;0),
(4.837308034542783;1.6598525020767798;1),(7.179315800051124;5.153794379779461;0),
(4.784230005586604;1.6777878684365721;1),(7.235750728678449;5.161714829037869;0),
(4.732737501844998;1.6979764705082756;1),(7.290582076999059;5.167416199883188;0),
(4.6828419443041795;1.72033115751278;1),(7.343798788992407;5.1709832366118516;0),
(4.634554436950189;1.7447711176142733;1),(7.395390000860153;5.172494604856581;0),
(4.58788599959138;1.7712212388142823;1),(7.4453448249724925;5.172023499670654;0),
(4.542847766249293;1.7996115459782964;1),(7.4936521648096726;5.16963818215284;0),
(4.499451156402127;1.8298767028975673;1),(7.540300554283596;5.165402454958576;0),
(4.45770802492822;1.861955570057905;1),(7.585278016109236;5.159376085413092;0),
(4.417630795487692;1.8957908102352898;1),(7.628571934888689;5.151615183606598;0),
